date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:41:56	137229/137229	---M--	200	added ('OK')	image/jpeg	etag:%226229ac7c-2180d%22	https://templates.envytheme.com/plonk/default/assets/images/products/products-3.jpg	G:/webdevolpment/frontend/bootstrap/project4_Event_Managment/themes/Event_managment/templates.envytheme.com/plonk/default/assets/images/products/products-3.jpg	(from https://templates.envytheme.com/plonk/default/products-grid.html)
13:41:57	98583/98583	---M--	200	added ('OK')	image/jpeg	etag:%226229ac7c-18117%22	https://templates.envytheme.com/plonk/default/assets/images/products/products-4.jpg	G:/webdevolpment/frontend/bootstrap/project4_Event_Managment/themes/Event_managment/templates.envytheme.com/plonk/default/assets/images/products/products-4.jpg	(from https://templates.envytheme.com/plonk/default/products-grid.html)
13:41:57	68612/68612	---M--	200	added ('OK')	image/jpeg	etag:%226229ac7d-10c04%22	https://templates.envytheme.com/plonk/default/assets/images/products/products-5.jpg	G:/webdevolpment/frontend/bootstrap/project4_Event_Managment/themes/Event_managment/templates.envytheme.com/plonk/default/assets/images/products/products-5.jpg	(from https://templates.envytheme.com/plonk/default/products-grid.html)
13:41:58	203856/203856	---M--	200	added ('OK')	image/jpeg	etag:%226229ac7d-31c50%22	https://templates.envytheme.com/plonk/default/assets/images/products/products-6.jpg	G:/webdevolpment/frontend/bootstrap/project4_Event_Managment/themes/Event_managment/templates.envytheme.com/plonk/default/assets/images/products/products-6.jpg	(from https://templates.envytheme.com/plonk/default/products-grid.html)
13:41:59	5653/5653	---M--	200	added ('OK')	image/png	etag:%226229ac78-1615%22	https://templates.envytheme.com/plonk/default/assets/images/gallery/icon.png	G:/webdevolpment/frontend/bootstrap/project4_Event_Managment/themes/Event_managment/templates.envytheme.com/plonk/default/assets/images/gallery/icon.png	(from https://templates.envytheme.com/plonk/default/gallery.html)
13:41:59	217188/217188	---M--	200	added ('OK')	image/jpeg	etag:%226229ac77-35064%22	https://templates.envytheme.com/plonk/default/assets/images/gallery/gallery-1.jpg	G:/webdevolpment/frontend/bootstrap/project4_Event_Managment/themes/Event_managment/templates.envytheme.com/plonk/default/assets/images/gallery/gallery-1.jpg	(from https://templates.envytheme.com/plonk/default/gallery.html)
13:42:00	65745/65745	---M--	200	added ('OK')	image/jpeg	etag:%226229ac77-100d1%22	https://templates.envytheme.com/plonk/default/assets/images/gallery/gallery-2.jpg	G:/webdevolpment/frontend/bootstrap/project4_Event_Managment/themes/Event_managment/templates.envytheme.com/plonk/default/assets/images/gallery/gallery-2.jpg	(from https://templates.envytheme.com/plonk/default/gallery.html)
13:42:00	130610/130610	---M--	200	added ('OK')	image/jpeg	etag:%226229ac77-1fe32%22	https://templates.envytheme.com/plonk/default/assets/images/gallery/gallery-3.jpg	G:/webdevolpment/frontend/bootstrap/project4_Event_Managment/themes/Event_managment/templates.envytheme.com/plonk/default/assets/images/gallery/gallery-3.jpg	(from https://templates.envytheme.com/plonk/default/gallery.html)
13:42:01	164055/164055	---M--	200	added ('OK')	image/jpeg	etag:%226229ac77-280d7%22	https://templates.envytheme.com/plonk/default/assets/images/gallery/gallery-4.jpg	G:/webdevolpment/frontend/bootstrap/project4_Event_Managment/themes/Event_managment/templates.envytheme.com/plonk/default/assets/images/gallery/gallery-4.jpg	(from https://templates.envytheme.com/plonk/default/gallery.html)
13:42:02	276582/276582	---M--	200	added ('OK')	image/jpeg	etag:%226229ac78-43866%22	https://templates.envytheme.com/plonk/default/assets/images/gallery/gallery-5.jpg	G:/webdevolpment/frontend/bootstrap/project4_Event_Managment/themes/Event_managment/templates.envytheme.com/plonk/default/assets/images/gallery/gallery-5.jpg	(from https://templates.envytheme.com/plonk/default/gallery.html)
13:42:02	8945/8945	---M--	200	added ('OK')	image/png	etag:%226229ac7b-22f1%22	https://templates.envytheme.com/plonk/default/assets/images/partner/partner-6.png	G:/webdevolpment/frontend/bootstrap/project4_Event_Managment/themes/Event_managment/templates.envytheme.com/plonk/default/assets/images/partner/partner-6.png	(from https://templates.envytheme.com/plonk/default/sponsors.html)
13:42:03	6545/6545	---M--	200	added ('OK')	image/png	etag:%226229ac7c-1991%22	https://templates.envytheme.com/plonk/default/assets/images/partner/partner-7.png	G:/webdevolpment/frontend/bootstrap/project4_Event_Managment/themes/Event_managment/templates.envytheme.com/plonk/default/assets/images/partner/partner-7.png	(from https://templates.envytheme.com/plonk/default/sponsors.html)
13:42:03	21671/21671	---M--	200	added ('OK')	image/png	etag:%226229ac5c-54a7%22	https://templates.envytheme.com/plonk/default/assets/images/404.png	G:/webdevolpment/frontend/bootstrap/project4_Event_Managment/themes/Event_managment/templates.envytheme.com/plonk/default/assets/images/404.png	(from https://templates.envytheme.com/plonk/default/error-404.html)
13:42:04	23256/23256	---M--	200	added ('OK')	image/jpeg	etag:%226229ac74-5ad8%22	https://templates.envytheme.com/plonk/default/assets/images/blog/image-4.jpg	G:/webdevolpment/frontend/bootstrap/project4_Event_Managment/themes/Event_managment/templates.envytheme.com/plonk/default/assets/images/blog/image-4.jpg	(from https://templates.envytheme.com/plonk/default/blog.html)
13:42:05	72612/72612	---M--	200	added ('OK')	image/jpeg	etag:%226229ac73-11ba4%22	https://templates.envytheme.com/plonk/default/assets/images/blog/blog-6.jpg	G:/webdevolpment/frontend/bootstrap/project4_Event_Managment/themes/Event_managment/templates.envytheme.com/plonk/default/assets/images/blog/blog-6.jpg	(from https://templates.envytheme.com/plonk/default/blog.html)
13:42:06	35146/35146	---M--	200	added ('OK')	image/jpeg	etag:%226229ac5f-894a%22	https://templates.envytheme.com/plonk/default/assets/images/widget-information.jpg	G:/webdevolpment/frontend/bootstrap/project4_Event_Managment/themes/Event_managment/templates.envytheme.com/plonk/default/assets/images/widget-information.jpg	(from https://templates.envytheme.com/plonk/default/blog-right-sidebar.html)
13:42:06	244420/244420	---M--	200	added ('OK')	image/jpeg	etag:%226229ac74-3bac4%22	https://templates.envytheme.com/plonk/default/assets/images/blog/blog-large-2.jpg	G:/webdevolpment/frontend/bootstrap/project4_Event_Managment/themes/Event_managment/templates.envytheme.com/plonk/default/assets/images/blog/blog-large-2.jpg	(from https://templates.envytheme.com/plonk/default/blog-style-two.html)
13:42:08	243173/243173	---M--	200	added ('OK')	image/jpeg	etag:%226229ac5c-3b5e5%22	https://templates.envytheme.com/plonk/default/assets/images/blog-details.jpg	G:/webdevolpment/frontend/bootstrap/project4_Event_Managment/themes/Event_managment/templates.envytheme.com/plonk/default/assets/images/blog-details.jpg	(from https://templates.envytheme.com/plonk/default/blog-details.html)
